cc0f8a99-3570-4f38-a00d-f06404ebb9d9|Segenet_Kelemu__ex3.srt
e5882a81-b2ed-43cc-9cbb-09749bcbab8d|Hans_Clevers__ex.srt
8d20d84d-99f0-40fd-a967-8ab6deed137c|Nicky_Clayton__br.srt
165890e1-fc22-4cfc-a7e1-055979c00a4a|Charles_Spence__ex.srt
f43a3c3b-d80f-49c8-b801-39374dd8c1c2|Susant_Pattnaik__ex.srt
c128045a-9a7a-4ba5-90c6-9b9df7cec5b4|Jennifer_Chayes.srt
0204067a-f723-4e7e-a75b-94b7b14f38ca|Donald_Hoffman__ex.srt
798d4b93-9d37-468c-829a-92dbda06a367|Trond_Helge_Torsvik__br.srt
5c504ae6-cd40-4838-bec4-348cf761c750|Guy_Consolmagno__ex.srt
1c7ea90d-16a3-4967-8f32-c9dc54270564|Jean-Jacques_Hublin__ex2.srt
e23a8b17-452f-4f42-b43c-fccaa30e9403|Jean-Jacques_Hublin__ex.srt
96ff7bc2-8dcc-4c48-b8ec-021e9d5875b6|Yoshua_Bengio__ex.srt
5e85a12d-d05c-4f85-be43-8c294e05d719|Segenet_Kelemu__ex.srt
b051ec2f-b6f0-4c9a-b816-f03f8e761508|Yoshua_Bengio__ex3.srt
8869eb07-98bb-4a83-8b3e-ffe5939463e3|Yoshua_Bengio__ex2.srt
20aa5512-c206-4f18-a680-14684b09ffef|Pascale_Fung__br.srt
da22882d-a137-4ed9-b3b7-57ed7c14fff2|Susant_Pattnaik.srt
56377b55-8257-4ff1-9a94-19cc37eaec5b|Segenet_Kelemu.srt
8da525ca-18c4-41a0-8e6e-c864404fc814|John_List.srt
7081766c-1c48-4b93-b42a-68063c940d20|Carolina_Cruz.srt
ea8345a1-5403-4b96-92fc-3905b05e8ef6|Pascale_Fung.srt
1acbe5f2-74e8-4b89-81b8-0e696d99bf5f|Miguel_Nicolelis.srt
9c677446-7639-4c8d-a493-731ccede5ce5|Ron_Fouchier.srt
38d0be91-9383-49b3-a169-7851e4960670|Jean-Jacques_Hublin.srt
ce887a81-569b-4ab6-9b35-5804c1afacd2|Juan_Maldacena.srt
e9e71163-8d1b-4294-91aa-b475b25c21d1|Hans_Clevers.srt
f45c8474-a1ac-4fb5-b55d-b63519320bb5|Jian-Wei_Pan.srt
cf5469fa-97e2-48ee-b251-bb41e9467fd9|Hani_Hayajneh.srt
4ce936c5-fa64-4735-8152-48c38662c653|Donald_Hoffman.srt
78e1916b-c6b5-4125-a492-cea129e04fed|Guy_Consolmagno.srt
6b579652-4970-47cd-a223-c6ae5b1199e5|Michel_Poulain.srt
93fdfb55-9dab-40ab-9edd-18927cd4bbe5|Charles_Spence.srt
d83f57fd-fb9c-431d-9aca-64c7d6514410|Joanna_Aizenberg.srt
da52a025-4800-4a2b-9bbe-2e2b2aed0ceb|Martin_Rees.srt
369c733c-30c9-48ae-9ff7-d0fba62f1208|Artur_Avila.srt
95ce00f3-090b-4822-892c-9a4f9cf4daaf|Trond_Helge_Torsvik.srt
afa80e9b-239a-4925-9a21-3252228048d5|Sara_Seager.srt
1dda591a-a5cc-45da-8cac-13d02176fe68|George_Whitesides.srt
dff50149-c33a-40c4-9e6c-7e3e754e2581|Yuri_Oganessian.srt
910e3588-159d-4e37-97c7-0184b0f64612|Erik_Demaine.srt
ef0c9912-5f19-464b-bfa6-7df399b2d195|Lee_Cronin.srt
11ba284b-faa9-41cc-a83b-0075c9fa235a|Nicky_Clayton.srt
001abe89-9c1c-4306-8d69-aa95f4ac05d3|Jennifer_Chayes.srt
bca90bfe-fed6-4d13-985c-064e604664d8|Yoshua_Bengio.srt
3823464e-a3f8-41e8-bd6b-b2b7e13d8318|George_Church.srt
b0fd82cf-68b7-447d-a5fe-ed5706cd991a|Rick_Tumlinson.srt
52a6cdf0-3ee4-4ad9-aaaa-4c33b2cf8fa2|CaliforniaDreamingCClicense40.srt
39b671f4-734f-4a75-89b5-c9a2613519e5|stayinaliveinjoburg.srt
bb98d75f-ef58-411e-b18e-09d73f27aa42|i_am_gurgaon.srt
da629ca8-0c50-4fd2-8868-4cb867a8f77b|metropolis_coming_to_the_city.srt
